customer_id,email_body_text,escalation_level,customer_type,tenure_type,region,issue_category,sentiment,y_prob,fold
CUST6048,"Considering Switching provider, how FAST can this happen?",1,Commercial,Long-term,Scotland,Outage,Negative,0.6474604180352492,1
CUST9158,"Gas meter installation pending,, Affecting supply.",0,Domestic,New,England,Customer Service,Negative,0.500612360814832,4
CUST4579,"Electricity outage NOTIFICATION sent late, no PRIOR warning.",0,Domestic,New,Scotland,Technical Fault,Negative,0.6259336948273464,4
CUST5228,Customer complaints... unresolved despite multiple tickets. thanks,0,Commercial,New,Wales,Tariff,Negative,0.5244081566744825,2
CUST2937,Billing errors recurring despite corrections last month.,0,Domestic,Long-term,England,Customer Service,Negative,0.4342345248476131,1
CUST4374,Received detailed guidance on managing multiple meters at a property.,0,Commercial,New,Scotland,Customer Service,Positive,0.5523771254170172,3
CUST1495,Billing Notifications missing important details.,0,Commercial,New,Scotland,Customer Service,Negative,0.5448169145756749,5
CUST8520,Unexplained spike in ELECTRICITY usage overnight.,1,Commercial,Long-term,Scotland,Billing,Negative,0.5577264502316467,1
CUST8667,Billing errors recurring despite corrections last month.,1,Commercial,Long-term,England,Customer Service,Negative,0.5624961385664857,1
CUST2899,Want instructions on cancelling paper bills and moving digital.,1,Commercial,Long-term,England,Outage,Neutral,0.5552521756412163,3
CUST9179,Looking for guidance on registering multiple users for one account.,0,Domestic,New,Wales,Safety,Neutral,0.4334100062349658,1
CUST3331,APP notifications for high energy usage are timely and helpful.,0,Commercial,New,Wales,Safety,Positive,0.5134536388215425,1
CUST9686,"Had to call multiple times for, the same issue, frustrating.",0,Commercial,Long-term,England,Billing,Negative,0.49731348370067063,3
CUST7943,"Want to know the difference between GAS and, electricity meters.",0,Commercial,New,Wales,Billing,Neutral,0.7088526147452838,5
CUST8796,help Technician patiently explained how my HEATING system works.,0,Domestic,New,Scotland,Billing,Positive,0.7369177446103363,5
CUST8229,Outage repair completed But service still unstable.,0,Domestic,Long-term,Wales,Outage,Negative,0.5687612488866961,5
CUST8896,"Detected a gas Smell in ok! the KITCHEN, need urgent help!",1,Commercial,Long-term,Wales,Tariff,Negative,0.4758852365244152,3
CUST3228,"Meter seem readings off, can someone check?",0,Commercial,Long-term,Wales,Outage,Negative,0.4844240529378746,3
CUST5915,"Account. shows. Old address, OK bills sent to wrong Location.",1,Commercial,New,Scotland,Technical Fault,Negative,0.5250158624981868,2
CUST1997,"Smart meter not SYNCING with app, readings are Missing.",0,Commercial,Long-term,England,Tariff,Negative,0.4808941526834148,4
CUST3795,Curious about! emergency contact Procedures.,1,Domestic,Long-term,England,Meter,Neutral,0.7341117571775094,1
CUST8257,Electricity supply keeps flickering throughout the day.,0,Domestic,New,Scotland,Meter,Unknown,0.5768018966497875,1
CUST5038,Billing errors recurring despite. corrections last month.,0,Commercial,Long-term,Wales,Meter,Negative,0.4707357563161934,2
CUST3821,Need GUIDANCE on submitting meter readings manually.,1,Commercial,Long-term,Scotland,Safety,Neutral,0.4162482414447212,1
CUST3170,How to access Detailed usage statistics via the app?,0,Commercial,New,England,Technical Fault,Neutral,0.5258043451365306,1
CUST7005,Want TO understand how meter readings affect billing accuracy.,0,Domestic,New,Scotland,Safety,Neutral,0.6032660175672319,5
CUST7986,"Meter readings seem off, can someone check?",0,Domestic,Long-term,England,Technical Fault,Negative,0.6326301522410888,3
CUST5702,"Electricity outage notification late, sent no prior warning.",1,Domestic,New,Scotland,Technical Fault,Negative,0.5167329050432966,2
CUST1997,"Electricity outage notification sent late,, no prior warning.",0,Domestic,Long-term,Wales,Customer Service,Unknown,0.6496761061178868,4
CUST6072,"App LOGIN required reset frequently, thanks inconvenient.",0,Domestic,New,Scotland,Safety,Negative,0.4803972858918774,4
CUST3646,Incorrect account balance shown online.,0,Domestic,Long-term,Scotland,Safety,Negative,0.555722815759962,5
CUST4621,Want guidance on reducing! energy consumption in winter.,1,Domestic,Long-term,England,Billing,Neutral,0.6245332593493185,5
CUST7657,outage Planned communicated caused inconvenience.,1,Commercial,New,Scotland,Technical Fault,Negative,0.6455960602618269,4
CUST8490,"DETECTED A gas smell in the kitchen, need asap urgent help!",1,Commercial,New,England,Outage,Negative,0.5173592395485165,5
CUST6388,Multiple outage reports show help as resolved but issue persists.,1,Domestic,Long-term,Wales,Billing,Unknown,0.5476028641413164,2
CUST7411,Unexpected FEES applied after switching plan.,0,Domestic,Long-term,Wales,Customer Service,Negative,0.5396321601886828,3
CUST3010,"Overcharged for! for previous month's usage, requesting refund.",0,Domestic,Long-term,England,Billing,Unknown,0.5293951245962333,1
CUST3385,Looking for guidance on checking online. balance,0,Commercial,Long-term,Scotland,Outage,Neutral,0.5285004538737803,4
CUST4376,Energy usage Estimate differs drastically from actual.,0,Commercial,Long-term,England,Outage,Negative,0.5574989146911695,4
CUST1743,High electricity demand not acknowledged in billing.,0,Commercial,Long-term,Wales,Customer Service,Negative,0.6568801823359575,3
CUST2918,"Disconnected without notification, unsafe unsafe conditions created.",0,Domestic,New,England,Safety,Negative,0.5768105435784864,1
CUST8849,"Service update emails not received, unaware... OF outage schedules.",0,Domestic,Long-term,England,Billing,Negative,0.4408458077203344,5
CUST6668,Interested in off-peak electricity usage benefits.,1,Domestic,Long-term,Scotland,Customer Service,Neutral,0.43222216381595036,5
CUST3142,Curious about emergency help contact procedures.,1,Commercial,Long-term,England,Tariff,Neutral,0.5520177936654689,2
CUST1716,"Gas flame keeps extinguishing, unsafe to use stove.",0,Domestic,Long-term,Wales,Billing,Negative,0.531161997026574,4
CUST2985,Fluctuating electricity supply causing appliances to fail.,0,Domestic,New,England,Meter,Unknown,0.4424193397345291,4
CUST3167,"timer not following... Settings, unpredictable behaviour.",0,Commercial,New,Wales,Meter,Negative,0.4993951869053171,2
CUST2936,Website account settings not saving changes.,0,Domestic,Long-term,Wales,Customer Service,Negative,0.4323845879704973,4
CUST1855,Multiple outage reports show as! resolved but issue PERSISTS.,0,Domestic,Long-term,Scotland,Meter,Negative,0.7247600956460101,3
CUST1988,"Meter. readings seem OFF, can SOMEONE check?",0,Commercial,New,Scotland,Meter,Negative,0.7354841325967456,3
CUST1852,pls Electricity supply keeps flickering throughout the day.,1,Domestic,New,England,Technical Fault,Negative,0.630436782218602,1
CUST1243,Want to understand how meter readings affect billing accuracy.,0,Domestic,New,Scotland,Technical Fault,Neutral,0.5172992941347422,2
CUST1029,How to request notifications for energy-saving programs?,0,Commercial,Long-term,Scotland,Billing,Neutral,0.48502241767545656,4
CUST2789,"App SHOWING wrong consumption data, need correction.",0,Commercial,Long-term,Scotland,Tariff,Neutral,0.4703315993176071,4
CUST8913,Heating. system thermostat not responsive.,1,Domestic,Long-term,Scotland,Meter,Negative,0.6963883101754071,1
CUST1203,To Want know how estimated Bills ARE Calculated.,0,Domestic,New,Wales,Customer Service,Neutral,0.6810114226491278,1
CUST9839,App notifications about outages are delayed or MISSING.,0,Commercial,New,England,Technical Fault,Negative,0.5169022131964608,2
CUST6569,Energy help usage estimate! differs DRASTICALLY From actual.,0,Domestic,New,Wales,Technical Fault,Negative,0.5098795979692909,5
CUST6292,"Gas leak reported, still no technician visit.",0,Commercial,Long-term,Wales,Customer Service,Negative,0.58981716144166,1
CUST2527,Technician visit cancelled without notice.,0,Domestic,New,Scotland,Technical Fault,Negative,0.6409977320132959,1
CUST9201,Received paper bill DESPITE for opting e-billing.,0,Commercial,New,Scotland,Billing,Negative,0.6193927323588676,5
CUST4253,How to manage multiple accounts under the same provider?,0,Commercial,Long-term,Wales,Safety,Neutral,0.462410034496056,1
CUST9986,Multiple outage reports show as resolved But issue,1,Domestic,Long-term,England,Customer Service,Negative,0.5910219300915653,2
CUST4169,Curious about environmental impact OF my energy usage.,0,Commercial,Long-term,Scotland,Tariff,Neutral,0.4729466698308729,5
CUST7065,"NETWORK issues causing repeated meter read, failures.",0,Commercial,New,Scotland,Customer Service,Negative,0.460214831856696,2
CUST1446,Want instructions for transferring service to a new address.,0,Domestic,Long-term,Wales,Tariff,Unknown,0.40672543131679934,1
CUST7214,"Heating system emits strange strange noises, technician ok needed.",0,Commercial,Long-term,Scotland,Technical Fault,Negative,0.6402727901182143,4
CUST8464,Unexpected fees Applied after switching plan.,0,Domestic,New,England,Safety,Negative,0.4560060880910614,3
CUST4343,App notifications about outages are delayed or missing.,0,Domestic,New,Scotland,Outage,Negative,0.6817790909420411,5
CUST7935,How to manage multiple accounts under the same provider?,1,Domestic,New,Scotland,Tariff,Unknown,0.5394905420921859,1
CUST7461,Emergency support not responding despite urgency.,0,Commercial,New,Scotland,Customer Service,Negative,0.6478052363644753,3
CUST4424,What documents are required to open a new account?,1,Domestic,New,England,Outage,Neutral,0.6006866780893759,4
CUST5375,AUTOMATIC meter readings show consumption.,0,Commercial,Long-term,England,Meter,Negative,0.4549062079435344,5
CUST7331,Power RESTORED but APPLIANCES Still CIRCUITS. tripping,0,Domestic,Long-term,England,Meter,Negative,0.4364235102944492,5
CUST5347,"ACCOUNT SHOWS old address, bills sent to wrong. location.",1,Domestic,Long-term,Scotland,Outage,Negative,0.48915155535655813,4
CUST2025,to request Notifications for energy-saving programs?...,1,Commercial,New,Scotland,Customer Service,Neutral,0.4945074854967477,3
CUST6425,Want... guidance on understanding energy bills for multiple properties.,0,Commercial,New,Wales,Billing,Neutral,0.5909566648648941,5
CUST4418,usage Energy estimate differs drastically from actual.,0,Domestic,Long-term,Wales,Safety,Negative,0.5358188171821665,5
CUST5065,"Want to, understand the Billing adjustment process.",1,Commercial,Long-term,Wales,Tariff,Neutral,0.6125154772650482,1
CUST4875,Unexpected fees applied after switching plan.,0,Domestic,Long-term,Wales,Meter,Negative,0.6224202889305018,1
CUST2269,"APP fails to load outage alerts, misleading misleading information.",0,Commercial,New,Scotland,Safety,Negative,0.5289219300124178,5
CUST4791,How... to access emergency contact NUMBERS for my area?,1,Domestic,New,Scotland,Outage,Neutral,0.6393376922677085,2
CUST4838,Automatic Bill payment deducted WRONG amount....,0,Commercial,New,Wales,Technical Fault,Negative,0.5652935206074806,2
CUST9079,Unexpected fees applied! after! switching plan.,0,Domestic,New,Scotland,Billing,Negative,0.5709537660201144,2
CUST6660,Customer support callback never received.,0,Commercial,Long-term,Wales,Technical Fault,Negative,0.632101854139796,5
CUST7691,asap Looking for steps to correct personal details on my account.,0,Commercial,New,Scotland,Tariff,Neutral,0.6171254462103519,3
CUST3647,"Gas boiler pressure dropping FREQUENTLY, technician needed.",0,Domestic,New,Wales,Outage,Negative,0.43686774384369326,4
CUST9371,"Customer service line busy for hours, NO response.",0,Domestic,New,England,Meter,Negative,0.5989393972317166,1
CUST8609,How to pls manage multiple accounts under the same provider?,0,Domestic,New,Wales,Technical Fault,Neutral,0.5766465904339632,4
CUST9349,Account Locked despite correct credentials.,0,Commercial,Long-term,England,Customer Service,Negative,0.5552193709314391,2
CUST2188,App shows incorrect... historic usage for my account.,0,Domestic,New,Wales,Technical Fault,Negative,0.5523625355484103,4
CUST6705,Incorrect account balance shown,0,Domestic,New,Scotland,Customer Service,Negative,0.5052562052086326,4
CUST7399,Smart meter installation went SMOOTHLY! and without delays.,1,Domestic,New,Wales,Tariff,Positive,0.47240007693148306,1
CUST7177,"Overcharged for previous month's usage, requesting refund.",1,Domestic,New,England,Technical Fault,Negative,0.5089656264314377,3
CUST3767,Meter Readings seem. can someone check?,0,Domestic,New,Scotland,Meter,Negative,0.6530912659329083,4
CUST9407,Looking for For guidance on checking asap account balance online.,0,Commercial,Long-term,Scotland,Billing,Neutral,0.5966670253198488,5
CUST5926,"PLANNED outage communicated INCORRECTLY, caused! inconvenience.",0,Commercial,New,Wales,Tariff,Negative,0.4679877323058815,3
CUST5905,"Unexpected late payment charges, pls review.",0,Domestic,Long-term,England,Meter,Negative,0.66370706429208,2
CUST9822,How to enable notifications FOR high energy usage Alerts?,0,Domestic,Long-term,Wales,Technical Fault,Neutral,0.7118356408465767,5
CUST4842,HOW to! access alerts for specific appliances?,0,Commercial,Long-term,England,Technical Fault,Neutral,0.6312024116393536,4
CUST2740,"Tariff options confusing, need Advice. on! cheapest plan.",0,Commercial,Long-term,Scotland,Safety,Neutral,0.5723319783376399,1
CUST1590,"Electricity outage notification sent late, NO prior warning.",0,Domestic,New,Scotland,Technical Fault,Negative,0.5527500341313439,1
CUST6339,Looking for Instructions dispute to a billing query.,0,Domestic,Long-term,Scotland,Billing,Neutral,0.5975681041712938,3
CUST9537,Want Want to know about peak and off-peak electricity hours.,0,Domestic,New,Wales,Outage,Unknown,0.45860167818585446,3
CUST4846,Received COURTEOUS and helpful assistance with account changes.,1,Commercial,New,England,Technical Fault,Positive,0.5011663735449231,1
CUST1274,Emergency support not responding despite urgency.,0,Commercial,New,England,Billing,Negative,0.46848687067545114,3
CUST4670,"App fails to load OUTAGE alerts, misleading information.",0,Commercial,Long-term,Wales,Tariff,Negative,0.5676121071362198,1
CUST6527,Payment history not visible in Online account.,1,Domestic,New,England,Safety,Negative,0.451725796691092,1
CUST9234,"Disconnected without notification, unsafe conditions created.",0,Commercial,Long-term,Wales,Customer Service,Negative,0.4356647608936309,5
CUST1186,"Heating cost higher than usual, despite reduced usage.",0,Commercial,Long-term,Wales,Outage,Negative,0.45582706069256695,2
CUST1028,"Supply. interruption during severe no weather, prior warning.",0,Domestic,New,Scotland,Outage,Negative,0.5111311353712,1
CUST9342,How to read and interpret my Meter readings?,0,Domestic,New,Wales,Customer Service,Neutral,0.5725095687461232,3
CUST8878,Incorrect account balance shown online.,1,Commercial,Long-term,Scotland,Customer Service,Negative,0.71320891300707,1
CUST1306,Billing notifications missing important help details.,0,Domestic,New,England,Outage,Negative,0.5780921129603634,5
CUST4745,How to read and interpret my meter readings?,0,Domestic,New,Scotland,Meter,Unknown,0.5822844913643831,4
CUST3602,Technician visit cancelled without notice.,0,Domestic,Long-term,England,Outage,Negative,0.5121196619731708,1
CUST9864,Account information updated quickly after submitted I changes.,0,Domestic,New,Wales,Meter,Positive,0.5887821464936646,3
CUST1269,"Repeated notifications about planned maintenance, but no action TAKEN.",0,Domestic,New,Scotland,Tariff,Negative,0.6167772729645554,4
CUST4774,Account Locked despite correct credentials. asap,1,Commercial,Long-term,Scotland,Technical Fault,Negative,0.4977654317787659,5
CUST7719,Customer support callback never received.,1,Domestic,New,Scotland,Tariff,Negative,0.6798026558203837,1
CUST9415,Incorrect meter reading charged for multiple months.,0,Commercial,New,Wales,Technical Fault,Negative,0.49502509796082955,3
CUST2164,No... confirmation received after submitting outage report.,0,Domestic,Long-term,Wales,Customer Service,Negative,0.46794062993099844,1
CUST6880,Need guidance on submitting meter readings manually.,1,Domestic,New,England,Tariff,Neutral,0.5884441052982332,4
CUST2274,MULTIPLE outage reports SHOW as resolved but issue Persists.,0,Domestic,New,Scotland,Tariff,Unknown,0.6734601648283294,2
CUST1677,Customer support email unanswered! for days.,0,Commercial,New,Wales,Tariff,Negative,0.6249471591140517,2
CUST1847,Billing estimate much higher actual usage.,1,Commercial,New,Scotland,Outage,Negative,0.7625354423764523,5
CUST2836,Outage repair completed but service still unstable.,0,Domestic,Long-term,Wales,Tariff,Negative,0.5983877660716581,5
CUST2426,"Repeated notifications about planned maintenance, but no action taken.",0,Commercial,New,Scotland,Billing,Negative,0.536249621563773,4
CUST1353,"How to, update my contact information for notifications?",1,Commercial,Long-term,Scotland,Meter,Neutral,0.48871583467860225,1
CUST8664,"Unexpected late PAYMENT charges, pls review.",1,Domestic,Long-term,England,Safety,Negative,0.45113116204093173,2
CUST6275,How to CHECK if my area is affected by planned Outages?,0,Commercial,Long-term,Wales,Technical Fault,Neutral,0.6234915704340543,2
CUST4347,"Electricity supply voltage unstable, Appliances at risk.",0,Commercial,New,England,Technical Fault,Unknown,0.7261977376472077,4
CUST9189,To ACCESS emergency contact! numbers for my area?,1,Domestic,New,Scotland,Billing,Neutral,0.4800578288446971,5
CUST6011,Automatic bill payment deducted wrong AMOUNT.,0,Commercial,New,Scotland,Meter,Negative,0.550712070322955,2
CUST1007,"Customer service transferred hi MULTIPLE me TIMES, unresolved.",0,Domestic,New,Wales,Billing,Negative,0.46335932595283963,4
CUST8907,How to check the status help Of a Reported meter issue?,0,Domestic,Long-term,Wales,Tariff,Neutral,0.721407246348556,5
CUST8412,"Considering switching provider, how fast can this happen?",0,Commercial,Long-term,Scotland,Tariff,Negative,0.6573935526365066,5
CUST9552,App shows incorrect historic usage for my account.,0,Domestic,Long-term,Scotland,Tariff,Negative,0.46018103116055853,3
CUST4528,Very happy with The accuracy of MY energy usage... reports.,0,Domestic,Long-term,Scotland,Outage,Positive,0.6742720381042053,5
CUST6847,Heating system thermostat not responsive.,0,Domestic,New,Wales,Tariff,Negative,0.6216574606938361,5
CUST6519,"Gas boiler not working properly,. it's freezing cold.",0,Commercial,New,England,Meter,Negative,0.552920417336574,5
CUST5941,"Gas boiler not working properly, it's freezing cold.",0,Commercial,New,Wales,Billing,Negative,0.5178359283022579,2
CUST9134,"Received A... Notification about energy usage,, need! clarification.",1,Domestic,Long-term,Wales,Safety,Neutral,0.6319248530607249,2
CUST9752,"Customer service line busy for... hours, no response.",0,Domestic,Long-term,Wales,Outage,Negative,0.5599231712235399,5
CUST9470,"Technician did not bring required Parts, visit wasted.",1,Commercial,New,Wales,Billing,Negative,0.624282162636924,1
CUST6161,Heating system thermostat not responsive....,0,Domestic,New,Wales,Tariff,Negative,0.6048152173824085,3
CUST8841,"Emergency support not responding, despite urgency.",0,Domestic,Long-term,Wales,Safety,Negative,0.576197593538589,1
CUST8253,App shows incorrect historic usage for my account.,0,Commercial,Long-term,England,Meter,Negative,0.5344030366947622,2
CUST6165,"Meter readings seem Off, can someone CHECK?",0,Commercial,Long-term,Wales,Outage,Negative,0.6429911838394646,3
CUST8744,Power restored but appliances still tripping circuits.,0,Commercial,Long-term,Scotland,Meter,Negative,0.48786835471869344,2
CUST6031,"thanks Heating cost higher than! usual, Despite reduced usage.",0,Commercial,Long-term,Scotland,Tariff,Negative,0.5366625913826856,1
CUST5964,WANT CLARIFICATION on How renewable energy is billed.,0,Commercial,Long-term,Wales,Outage,Neutral,0.5806498860067093,5
CUST8566,Curious about emergency Contact procedures.,0,Domestic,Long-term,England,Tariff,Neutral,0.7080985785101528,3
CUST3422,Portal interface is user-friendly and Intuitive.,0,Domestic,Long-term,Scotland,Meter,Positive,0.5680388565077169,4
CUST3479,CUSTOMER complaints unresolved despite multiple tickets.,0,Commercial,New,England,Safety,Negative,0.5927464106398238,2
CUST6263,Smart Smart meter data syncs reliably with the mobile app.,0,Domestic,New,England,Meter,Positive,0.7616272073021645,2
CUST4918,Smart home with integration meter meter not working.,1,Commercial,Long-term,Wales,Tariff,Negative,0.48198607285117856,2
CUST9833,"Smart meter not syncing with app, readings are missing.",0,Domestic,Long-term,England,Meter,Unknown,0.4710755294393429,5
CUST7063,Energy usage differs! estimate drastically from actual.,0,Domestic,Long-term,Scotland,Safety,Negative,0.4302373294297539,4
CUST2381,"Considering switching provider, how fast can this Happen?",0,Domestic,Long-term,Scotland,Customer Service,Negative,0.570675292459457,2
CUST9566,hi Website keeps crashing while trying to submit meter readings.,0,Domestic,New,Wales,Outage,Negative,0.627413131920842,3
CUST4908,Technician arrived late left without fixing THE problem.,0,Domestic,Long-term,Scotland,Technical Fault,Negative,0.46349956429357014,1
CUST6735,Energy usage ESTIMATE differs drastically from actual.,0,Domestic,Long-term,Wales,Outage,Unknown,0.5094141516235067,3
CUST1010,Quick and easy online registration registration for my smart meter.,1,Domestic,Long-term,Wales,Billing,Positive,0.48661764927934387,5
CUST1906,Website hi payment gateway failing during submission.,1,Domestic,New,England,Billing,Negative,0.47787073699044036,4
CUST2958,Curious about new technology Integrations for meters.,0,Domestic,New,Scotland,Safety,Neutral,0.6097050207063242,4
CUST2920,"Detected ok a gas smell in the kitchen, need urgent help!",0,Commercial,Long-term,Wales,Technical Fault,Negative,0.6221870102319941,2
CUST2523,complaints pls Customer UNRESOLVED despite multiple multiple tickets.,0,Domestic,New,Wales,Customer Service,Negative,0.7957851466221059,1
CUST4168,Want to Know the difference between gas and electricity meters.,0,Commercial,New,Scotland,Safety,Neutral,0.5397257702621872,2
CUST7379,High electricity demand not ACKNOWLEDGED in billing.,0,Commercial,Long-term,Scotland,Tariff,Negative,0.6824757764668556,2
CUST2816,How to urgent check if my area is Affected... By by planned outages?,1,Commercial,Long-term,Scotland,Technical Fault,Neutral,0.6014578546541145,4
CUST5114,Can I get An energy usage report for the last 6 months?,0,Domestic,Long-term,Wales,Meter,Neutral,0.613914658948703,5
CUST8715,"Gas boiler not working it's properly, freezing cold.",0,Commercial,Long-term,England,Tariff,Negative,0.5382282956950041,1
CUST7578,How can I update my payment method ONLINE?,0,Commercial,New,England,Billing,Neutral,0.6168807163681665,1
CUST3348,"Gas meter reading seems FROZEN, frozen, not updating.",1,Domestic,New,Scotland,Meter,Unknown,0.5900852333764768,5
CUST9643,Electricity supply keeps flickering throughout the day.,0,Commercial,Long-term,England,Billing,Negative,0.4744181006381964,4
CUST9348,Looking for information on app FEATURES for monitoring usage.,0,Commercial,New,Scotland,Technical Fault,Neutral,0.5940435070425027,5
CUST9448,"Unexpected late payment charges, pls review.",0,Domestic,New,Wales,Tariff,Negative,0.53203572914803,4
CUST5061,"Incorrect account balance shown, online.",0,Domestic,New,England,Safety,Negative,0.625941472866261,1
CUST2883,Want instructions for transferring service to a. new address.,0,Domestic,New,Wales,Billing,Neutral,0.5687866273365184,3
CUST5186,Want to learn about online account MANAGEMENT features.,1,Commercial,New,England,Outage,Neutral,0.5604824515519953,5
CUST1213,"Supply interruption during severe weather, no prior warning.",0,Domestic,Long-term,Wales,Tariff,Negative,0.6083399041920291,1
CUST6249,Technician provided a safe and thorough inspection OF! gas appliances.,0,Domestic,New,Scotland,Outage,Positive,0.5498369926856835,4
CUST8975,Want guidance on reducing energy consumption in winter.,0,Domestic,New,England,Tariff,Neutral,0.5242202953972459,1
CUST7311,"Smart thanks meter Not syncing with... app, readings are missing.",0,Commercial,New,England,Customer Service,Negative,0.6679116852623832,1
CUST2458,Customer support helped me set up direct debit without errors.,0,Commercial,Long-term,England,Tariff,Positive,0.6335155770682984,5
CUST5821,Want to understand the smart meter installation process.,0,Domestic,New,Wales,Tariff,Neutral,0.5979061146155015,4
CUST3990,"Considering switching provider, how fast can this happen?",1,Domestic,New,Scotland,Customer Service,Negative,0.6722735980919907,1
CUST9291,Want guidance on reducing energy consumption in winter.,0,Domestic,Long-term,England,Outage,Unknown,0.4551064796606792,3
CUST2482,"Smart meter firmware update failed, unable to read data.",0,Domestic,New,England,Tariff,Negative,0.6039044981054107,4
CUST2035,Curious about the process of connecting new properties to gas/electricity.,0,Commercial,Long-term,Scotland,Technical Fault,Unknown,0.7174468090387028,5
CUST8416,How to review historical billing STATEMENTS online?,0,Commercial,New,England,Billing,Neutral,0.6682689553683038,2
CUST3856,ACCOUNT locked locked despite correct credentials.,0,Commercial,New,Scotland,Outage,Negative,0.4742286735640475,2
CUST2556,How to REQUEST a technician FOR METER maintenance?,0,Domestic,New,Scotland,Meter,Neutral,0.5182651269304934,3
CUST6665,"Disconnected without notification, conditions created.",0,Commercial,New,England,Customer Service,Negative,0.4796918190545105,3
CUST1526,"Technician did Not Bring required parts, visit WASTED.",0,Commercial,Long-term,Wales,Outage,Negative,0.5246729451787456,2
CUST8513,Electricity supply keeps flickering throughout the day.,0,Commercial,New,Scotland,Billing,Negative,0.6508641220870329,3
CUST8844,What Is the the procedure for reporting A faulty meter?,0,Domestic,Long-term,England,Billing,Unknown,0.7043725029189448,3
CUST6381,"Technician did not bring required... parts, visit Wasted.",0,Domestic,Long-term,Scotland,Tariff,Negative,0.7281790478688841,4
CUST7339,Billing notifications missing important hi details.,0,Commercial,New,England,Outage,Negative,0.4779174675738993,1
CUST2352,"Need, guidance on submitting meter! readings manually.",0,Domestic,New,Scotland,Billing,Neutral,0.542307872641523,1
CUST4655,Curious about About hi the environmental impact! of my energy usage.,0,Commercial,Long-term,Scotland,Customer Service,Neutral,0.706470508752485,4
CUST4950,"Received a notification About about energy usage, need clarification.",0,Commercial,New,Wales,Tariff,Neutral,0.6975624254917818,1
CUST9131,ok Had to reset smart meter multiple... times due to SYNCING issues.,0,Domestic,Long-term,Scotland,Meter,Negative,0.6793103421366768,4
CUST7485,App notifications about outages are delayed or missing.,0,Domestic,Long-term,England,Customer Service,Negative,0.5457374243781197,2
CUST7185,"Service update emails not received, hi unaware outage of schedules.",0,Domestic,New,Wales,Tariff,Negative,0.5408980463292561,2
CUST5722,Multiple outage reports SHOW! as Resolved but issue! persists.,0,Commercial,New,Scotland,Outage,Unknown,0.5890442353453773,3
CUST6773,"Billing cycle not ALIGNED, causing in confusion charges.",0,Domestic,Long-term,Wales,Tariff,Negative,0.40590392306954726,1
CUST3347,Looking for steps to correct personal details asap on MY account.,0,Commercial,New,Scotland,Billing,Neutral,0.4645422578107268,1
CUST5440,How to track energy. usage Trends through the online portal?,0,Commercial,New,England,Customer Service,Unknown,0.5172501318852017,4
CUST3338,Incorrect meter reading charged for multiple months.,0,Domestic,Long-term,Wales,Tariff,Negative,0.5533789996055049,5
CUST3784,Billing estimate much higher than actual usage.,0,Domestic,New,England,Safety,Negative,0.6644697384026035,5
CUST8027,"Heating system fails intermittently,! very uncomfortable.",1,Domestic,Long-term,Wales,Billing,Negative,0.5615105369248292,2
CUST9345,High electricity demand Not acknowledged in,0,Commercial,Long-term,Wales,Meter,Negative,0.5446343660624897,5
CUST3224,"Meter installation delayed, living without proper SERVICE.",0,Domestic,New,England,Meter,Negative,0.43279437644715923,4
CUST3795,Gas supply unexpectedly interrupted overnight.,0,Commercial,Long-term,England,Safety,Negative,0.5066685061767172,1
CUST1370,How to submit meter READINGS via the app! or website?,0,Domestic,Long-term,Wales,Billing,Neutral,0.4496104195434824,1
CUST9740,How to check the status of! A reported... meter issue?,0,Commercial,Long-term,Scotland,Outage,Neutral,0.8029375203469619,5
CUST3938,"OUTAGE Electricity notification sent late, no prior warning.",1,Domestic,New,England,Technical Fault,Negative,0.47507963168985107,4
CUST8292,"Technician did. Not Bring required parts, Visit wasted.",0,Domestic,Long-term,England,Billing,Negative,0.6860391595558155,4
CUST8160,"Electricity supply. Voltage unstable, at appliances risk.",0,Commercial,New,Wales,Billing,Negative,0.6474604369696345,2
CUST6897,Want guidance on understanding energy bills for multiple properties.,0,Commercial,Long-term,England,Billing,Neutral,0.5456037581216067,4
CUST7507,Customer complaints UNRESOLVED Despite multiple tickets.,0,Domestic,New,Wales,Technical Fault,Negative,0.7637286945972938,1
CUST6167,Smart home integration with meter Not working.,0,Domestic,New,Scotland,Meter,Unknown,0.4608713651632016,5
CUST1697,Support team resolved my ACCOUNT query efficiently.,1,Domestic,Long-term,Scotland,Technical Fault,Positive,0.5855604490472567,3
CUST1261,HI Want instructions on updating billing preferences..,0,Commercial,New,England,Billing,Neutral,0.4380690784992607,5
CUST3610,Billing errors recurring despite CORRECTIONS last month.,0,Commercial,New,England,Tariff,Negative,0.4577629557611197,2
CUST1331,"Disconnected without notification, unsafe... conditions created.",0,Commercial,New,Scotland,Technical Fault,Negative,0.5624671204084517,1
CUST8396,Looking for details ON gas appliance SAFETY checks.,0,Commercial,New,England,Billing,Neutral,0.6589918293767306,5
CUST6045,"Customer service line busy for hours, urgent no response.",1,Commercial,Long-term,Wales,Meter,Negative,0.6895508503886608,2
CUST8086,Unexpected fees applied... after switching plan.,0,Commercial,New,England,Meter,Unknown,0.607715949840617,4
CUST3765,How to request notifications for energy-saving programs?,0,Domestic,Long-term,Scotland,Tariff,Neutral,0.46875335400363444,4
CUST6989,Curious about energy-saving! incentives available Regionally.,0,Domestic,Long-term,Wales,Meter,Neutral,0.616658249964225,4
